Parafia	url	niedzielne	powszednie	debug_url
Warszawa. Niepokalanego Poczęcia NMP | Archidiecezja Warszawska	http://www.parafia-wrzeciono.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00 (poza wakacjami), 18:00 (młodzieżowa), 20:00 (dla studentów, poza wakacjami),	6:30, 7:15, 15.00 (tylko w piątki), 18:00	http://archwwa.pl/parafie/warszawa-niepokalanego-poczecia-nmp/
Warszawa. NMP Królowej Świata | Archidiecezja Warszawska	http://nmpkrolowaswiata.pl/	7:00, 8:00, 9:15, 10:30, 11:15 (poza wakacjami -Dolny Kościół), 12:00, 13:15 (poza wakacjami), 18:30, 20:00	6:15 (poza wakacjami), 7:00, 8:00, 17:30, 18:30	http://archwwa.pl/parafie/warszawa-nmp-krolowej-swiata/
Warszawa. NMP Królowej Wyznawców na Siekierkach | Archidiecezja Warszawska	http://www.sanktuarium-pijarzy.pl	8:00, 9:30, 11:00, 13:00, 18:00	7:30 (w kaplicy), 18:00	http://archwwa.pl/parafie/warszawa-nmp-krolowej-wyznawcow-na-siekierkach/
Warszawa. NMP Matki Kościoła | Archidiecezja Warszawska	http://www.domaniewska.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 19:00, 21:00	7:00, 9:00, 19:00	http://archwwa.pl/parafie/warszawa-nmp-matki-kosciola/
Warszawa. NMP Matki Miłosierdzia | Archidiecezja Warszawska	http://www.stegny.marianie.pl/	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci), 11:30 (dla dzieci przedszkolnych, Dolny Kościół), 13:00, 18:00, 19:30 (dla młodzieży i studentów)	6:30, 7:00, 8:30, 18:00	http://archwwa.pl/parafie/warszawa-nmp-matki-milosierdzia/
Warszawa. NMP Matki Zbawiciela | Archidiecezja Warszawska	http://www.warszawa.sds.pl	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci, poza wakacjami), 13:00, 18:30, 20:00 (akademicka, poza wakacjami)	7:00, 8:00 (poza wakacjami), 18:30	http://archwwa.pl/parafie/warszawa-nmp-matki-zbawiciela/
Warszawa. Ofiarowania Pańskiego | Archidiecezja Warszawska	http://www.ofiarowaniepanskie.pl	7:00, 8:00, 9:30 (suma), 11:00 (dla dzieci), 12:30,  18:00 (młodzieżowa), 20:00	7:00, 8:00 (w 1-wsze soboty miesiąca Msza o Niepokalanym Sercu Najświętszej Maryi Panny), 18:00, 19:00	http://archwwa.pl/parafie/warszawa-ofiarowania-panskiego-na-wyzynach/
Warszawa. Opatrzności Bożej na Ochocie | Archidiecezja Warszawska	http://www.opatrznoscboza.waw.pl	7:00, 8:00, 9:15, 10:30, 12:00, 13:15 (poza wakacjami), 18:00 (w wakacje - 19:00)	6:30 (poza wakacjami), 7:00, 8:00, 18:00, w wakacje - 19:00	http://archwwa.pl/parafie/warszawa-opatrznosci-bozej-na-ochocie/
Warszawa. Podwyższenia Krzyża Świętego | Archidiecezja Warszawska	http://www.parafia-jelonki.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00 (poza wakacjami), 18:00, 19:15 (poza wakacjami, akademicka)	6:30 (poza wakacjami), 7:15, 18:00	http://archwwa.pl/parafie/warszawa-podwyzszenia-krzyza-swietego/
Warszawa. Posłania Uczniów Pańskich | Archidiecezja Warszawska	http://www.poslanieuczniow.waw.pl	9:00, 11:00	18:00	http://archwwa.pl/parafie/warszawa-poslania-uczniow-panskich/
Warszawa. Św. Aleksandra | Archidiecezja Warszawska	http://www.swaleksander.pl	KOŚCIÓŁ GÓRNY: 7.00 (po Mszy św. – Godzinki o Niepokalanym Poczęciu N.M.P.) 8.30 10.00 – Suma Parafialna (Wypominki roczne – godz. 9.40) 11.30 13.00 16.00 19.00 (Nieszpory i nabożeństwo różańcowe – godz. 18.00); KOŚCIÓŁ DOLNY:	6.30 7.00 7.30 8.00 9.00 16.00 19.00	http://archwwa.pl/parafie/warszawa-sw-aleksandra/
Warszawa. Św. Alojzego Orione | Archidiecezja Warszawska	http://www.parafiaorione.rel.pl	7:00, 8:30, 10:00, 11:30, 13:00, 18:00	6:15, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-alojzego-orione/
Warszawa. Św. Andrzeja Apostoła | Archidiecezja Warszawska	http://www.parafiaandrzeja.pl	7:00, 8:30, 10:00, 11:30 - Msza z udziałem rodziców z dziećmi, 13:00, 18:00	6:30, 8:00, 9:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-andrzeja-apostola/
Warszawa. Św. Anny w Wilanowie | Archidiecezja Warszawska	http://www.parafiawilanow.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:00 (młodzieżowa), 20:00 (akademicka)	7:00, 12:00 (w piątki i soboty), 17:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-anny-w-wilanowie/
Warszawa. Św. Antoniego Marii Zaccarii | Archidiecezja Warszawska	http://www.parafiabarnabici.pl	7:00, 9:00, 11:00, 12:30, 16 (dla dzieci z dysfunkcjami),  17:00, 19:00	7:00, 8:00 (oprócz sobót- w soboty o 12:00), 18:00	http://archwwa.pl/parafie/warszawa-sw-antoniego-marii-zaccarii/
Warszawa. Św. Antoniego z Padwy | Archidiecezja Warszawska	http://www.swietyantoni.com.pl	7:00 , 8:00, 9:30, 11:00, 12:30, 18:00	6:30, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-antoniego-z-padwy/
Warszawa. Św. Augustyna na Muranowie | Archidiecezja Warszawska	http://www.swaugustyn.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:30, 19:45 (młodzieżowa)	7:00, 8:00, 9:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-augustyna-na-muranowie/
Warszawa. Św. Barbary | Archidiecezja Warszawska	http://www.swbarbara.warszawa.pl	7:00, 8:30, 10:00, 11:30, 13:00, 19:00	6:30, 7:30 (poza wakacjami), 8:00, 15:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-sw-barbary/
Warszawa. Św. Bonifacego | Archidiecezja Warszawska	http://www.bernardyni.net	7:00 (Kościół zabytkowy), 8:30, 10:00, 11:30 (dla dzieci), 13:00 (suma), 18:00 (w wakacje o godz: 19:00)	6:30, 8:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-bonifacego/
Warszawa. Św. Elżbiety | Archidiecezja Warszawska	http://www.parafia-powsin.pl	7:00, 9:00, 10:30 (dla dzieci), 12:00 (suma), 18:00	7:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-elzbiety/
Warszawa. Św. Franciszka z Asyżu | Archidiecezja Warszawska	http://www.franciszek-okecie.pl	7:00, 8:30, 10:00, 10:00 (młodzieżowa, Dolny Kościół), 11:15 (dla dzieci, Dolny Kościół), 11:30, 13:00, 18:00	6:30, 8:00, 17:30, 18:00 (w sobotę o godz. 18:30)	http://archwwa.pl/parafie/warszawa-sw-franciszka-z-asyzu/
Warszawa. Św. Grzegorza Wielkiego | Archidiecezja Warszawska	http://www.parafiaswgrzegorza.waw.pl	7:00, 8:30, 11:00, 12:30 (poza wakacjami), 18:00	8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-grzegorza-wielkiego/
Warszawa. Św. Ignacego Loyoli | Archidiecezja Warszawska	http://www.ignacyloyola.pl	8:30, 10:00, 11:30, 13:00, 18:00	18:00	http://archwwa.pl/parafie/warszawa-sw-ignacego-loyoli/
Warszawa. Św. Jakuba Apostoła na Ochocie | Archidiecezja Warszawska	http://www.parafiajakuba.pl	7:00, 8:00, 9:00, 10:15, 11:30, 13:00, 17:00, 19:00 (akademicka)	6:00, 7:00, 8:00, 9:00, 17:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-jakuba-apostola-na-ochocie/
Warszawa. Św. Jana Apostoła i Ewangelisty | Archidiecezja Warszawska	http://www.swjana.pl	7:30, 9:00, 10:30, 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-jana-apostola-i-ewangelisty/
Warszawa. Św. Jana Kantego w Sadach Żoliborskich | Archidiecezja Warszawska	http://www.jankanty.warszawa.pl	7:00, 8:00, 9:00 (poza wakacjami), 10:00, 11:00 (dla dzieci), 12:00, 13:00, 14:00 (poza wakacjami), 18:30	6:30 (poza wakacjami), 7:00, 7:30 (poza wakacjami), 8:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-jana-kantego-w-sadach-zoliborskich/
Warszawa. Św. Jana Pawła II | Archidiecezja Warszawska	http://jp2.warszawa.pl/	8:30; 10:00; 11:30; 13:00, 19:00, 21:00	7:00 (w Adwencie roraty o 6:30); 18:30	http://archwwa.pl/parafie/parafia-sw-jana-pawla-ii/
Warszawa. Św. Jozafata na Powązkach | Archidiecezja Warszawska		8:00, 9:30, 11:00, 12:30, 17:00	7:30, 18:00	http://archwwa.pl/parafie/sw-jozafata-na-powazkach/
Warszawa. Św. Józefa Oblubieńca NMP na Kole | Archidiecezja Warszawska	http://www.swjozef.pl	6:30, 8:00, 9:00 (młodzieżowa), 10:15, 11:30 (dla dzieci), 13:00, 19:00 (akademicka)	6:30, 7:00, 8:00, 15:00 (w piątek), 18:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-jozefa-oblubienca-nmp-na-kole/
Warszawa. Św. Józefa Oblubieńca NMP w Ursusie | Archidiecezja Warszawska	http://www.swjozefa.pl	6:30, 8:00, 9:30, 11:00 (dla przedszkolaków, Dolny Kościół, od połowy września), 11:00 (dla dzieci), 12:30, 16:00 (od połowy września), 18:00	6:30, 7:00, 7:30, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-jozefa-oblubienca-nmp-w-ursusie/
Warszawa. Św. Karola Boromeusza na Powązkach | Archidiecezja Warszawska	http://www.parafia-starepowazki.pl	8:00, 9:30, 11:00, 12:30, 17:30, 20:00	8:00,  17:30	http://archwwa.pl/parafie/sw-karola-boromeusza-na-powazkach/
Warszawa. Św. Katarzyny | Archidiecezja Warszawska	http://www.swkatarzyna.eu/	8:00, 9:30, 11:00, 12:30, 18:00	7:00, 17:30 (poza wakacjami), 18:00	http://archwwa.pl/parafie/sw-katarzyny-na-sluzewie/
Warszawa. Św. Kazimierza | Archidiecezja Warszawska	http://www.parafiakazimierz.waw.pl	6:30, 8:00, 9:30, 11:00, 11:00, 12:30, 19:00	7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-kazimierza/
Warszawa. Św. Klemensa Hofbauera na Woli | Archidiecezja Warszawska	http://www.swietyklemens.pl	6:30, 8:00, 9:30, 11:00, 12:30, 18:30, 20:00        Msza Święta w  rycie trydenckim w niedzielę i święta o godz. 14  http://www.mszatrydencka.waw.pl/	6:30, 7:30, 8:30, 15:00 (piątek), 18:30    Msza Święta w  rycie trydenckim  w dni powszednie wg ogłoszeń  http://www.mszatrydencka.waw.pl/	http://archwwa.pl/parafie/sw-klemensa-hofbauera-na-woli/
Warszawa. Św. Krzysztofa | Archidiecezja Warszawska	http://www.sw-krzysztof.waw.pl	9:00, 11:00, 12:15, 17:00	8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-krzysztofa/
Warszawa. Św. Łukasza Ewangelisty | Archidiecezja Warszawska	http://www.swlukasz.waw.pl	7:00, 8:30, 10:00, 11:30, 13:00, 16:00, 18:00, 20:00	7:00, 7:30, 18:00	http://archwwa.pl/parafie/warszawa-sw-lukasza-ewangelisty/
Warszawa. Św. Maksymiliana Kolbego | Archidiecezja Warszawska	http://www.parafia-maksymilian.waw.pl	8:00, 9:30, 11:00, 12:30, 17:30 (poza wakacjami), 19:00	7:00, 10:00 (poza wakacjami), 19:00	http://archwwa.pl/parafie/warszawa-sw-maksymiliana-kolbego/
Warszawa. Św. Marii Magdaleny | Archidiecezja Warszawska	http://www.swmariamagdalena.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:00	7:00, 7:30, 17:30 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-sw-marii-magdaleny/
Warszawa. Św. Michała Archanioła | Archidiecezja Warszawska	http://www.parafiamichal.waw.pl/	7:00, 9:00, 10:30, 10:30 (poza wakacjami - dla dzieci, Dolny Kościół), 12:00, 13:00, 18:00, 20:00	6:30 (poza wakacjami), 8:00, 9:00 (poza wakacjami), 18:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-michala-archaniola/
Warszawa. Św. Ojca Pio | Archidiecezja Warszawska	http://www.opio.pl	7:30, 9:00, 10:30 (dla dzieci), 11:45 (suma), 13:00 (dla dzieci), 15:00 (poza wakacjami), 18:30 (młodzieżowa), 20:00	7:00, 8:00, 19:00	http://archwwa.pl/parafie/sw-ojca-pio-na-moczydle/
Warszawa. Św. Stanisława Biskupa i Męczennika na Woli | Archidiecezja Warszawska	http://www.stanislaw-bm.pl	7:00, 8:00, 9:30, 11:00 (dla dzieci), 12:30, 18:00 (młodzieżowa)	6:30, 7:30, 18:00	http://archwwa.pl/parafie/sw-stanislawa-biskupa-i-meczennika-na-woli/
Warszawa. Św. Stefana Króla Wyznawcy | Archidiecezja Warszawska	http://www.swstefan.pl	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci), 13:00, 17:00, 19:00	6:30, 8:00, 17:30, 18:00	http://archwwa.pl/parafie/warszawa-sw-stefana-krola-wyznawcy/
Warszawa. Św. Szczepana | Archidiecezja Warszawska	http://www.szczepan.waw.pl	Dla ogółu parafian: 7.00, 8.00, 9.30, 17.00. Suma w intencji parafian: 12.30. Dla dzieci: 11.00. (Msza w języku hiszpańskim: 10.45 (w domu parafialnym) Dla przedszkolaków: 12.15 (w domu parafialnym). Dla młodzieży: 18.30. Dla studentów: 20.00.	7.00, 7.30, 8.00, 18.30	http://archwwa.pl/parafie/warszawa-sw-szczepana/
Warszawa. Św. Tadeusza Apostoła | Archidiecezja Warszawska	http://www.parafia-sadyba.pl	7:30, 9:30, 11:00 (dla dzieci), 11:00 (dla przedszkolaków, Dolny Kościół), 12:30, 18:00, 20:00	7:00, 7:30 (poza wakacjami), 8:00 (we wtorki w kaplicy św. Tadeusza, (poza wakacjami), 17:30 (poza wakacjami, poza sobotą), 18:00	http://archwwa.pl/parafie/warszawa-sw-tadeusza-apostola/
Warszawa. Św. Teresy od Dzieciątka Jezus | Archidiecezja Warszawska	http://www.parafianatamce.waw.pl/NOWA/index.html	7:00, 8:30, 10:00, 11:30 (z udziałem dzieci), 13:00 oraz 18:00	7:00, 8:00 oraz 18:00	http://archwwa.pl/parafie/warszawa-sw-teresy-od-dzieciatka-jezus/
Warszawa. Św. Teresy od Dzieciątka Jezus i Męczenników Rzymskich | Archidiecezja Warszawska	http://www.swietateresa.pl	7:30, 9:30, 11:00 (z udziałem rodzin i dzieci), 12:30, 18:00 (z udziałem młodzieży i studentów)	6:30 (poza okresem wakacyjnym), 7:15, 8:00 (poza okresem wakacyjnym), 18:00; Msze św. w soboty: 7:30, 8:00, 18:00 (liturgia niedzielna) i 19:00 (liturgia niedzielna z udziałem wspólnot Drogi Neokatechumenalnej w kaplicy św. Łazarza).	http://archwwa.pl/parafie/warszawa-sw-teresy-od-dzieciatka-jezus-i-meczennikow-rzymskich/
Warszawa. Św. Tomasza Apostoła | Archidiecezja Warszawska	http://www.parafiaswtomasza.pl	7.30, 9.00, 10.30 (dla dzieci), 12.00 (suma), 13.15 (chrzcielna), 17.00, 19.00 (młodzieżowa), 20.30 (studencka)	6.30 (w adwencie - roraty o godz. 6.00), 7.00, 8.00 (poza wakacjami), 17.00 (tylko w 1 piątek miesiąca), 19.00	http://archwwa.pl/parafie/sw-tomasza-apostola-na-imielinie/
Warszawa. Św. Wawrzyńca na Reducie Wolskiej | Archidiecezja Warszawska	http://www.wawrzyniec.waw.pl	9:00, 11:00, 12:15 (dla dzieci), 13:30,  17:30	17:30	http://archwwa.pl/parafie/sw-wawrzynca-na-ulrychowie/
Warszawa. Św. Wojciecha na Woli | Archidiecezja Warszawska	http://www.swiety-wojciech.pl/aktualnosci.html	7:00, 8:30, 10:00, 11:30, 13:00, 19:00	6:30, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/sw-wojciecha-na-woli/
Warszawa. Św. Zofii Barat | Archidiecezja Warszawska	http://www.swzofia.warszawa.opoka.org.pl	8:00, 9:30, 11:00, 12:30, 17:00	7:00 (wtorek, czwartek, sobota, poza wakacjami), 17:30 (poniedziałek, środa, piątek, poza wakacjami), 18:00	http://archwwa.pl/parafie/sw-zofii-barat-w-grabowie/
Warszawa. Św. Zygmunta | Archidiecezja Warszawska	http://swzygmunt.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 11:30 (młodzieżowa, dolny kościół, poza wakacjami), 13:00 (suma), 17:30, 19:00 (akademicka), w miesiącach V-VIII o 20:00	6:30, 8:00, 9:00, 18:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-zygmunta/
Warszawa. Świętej Rodziny | Archidiecezja Warszawska	http://swrodzina.pl/Strony/ogloszenia.html	7.30, 9.00, 10.30 - dla dzieci starszych z rodzicami, 12.00, 16.00 - dla dzieci do 7 roku życia z rodzicami, 18.00, 19.30 - z udziałem młodzieży	8:00, 18:00	http://archwwa.pl/parafie/warszawa-swietej-rodziny/
Warszawa. Świętej Trójcy | Archidiecezja Warszawska	http://www.trinitas.pl	7:30, 9:00, 10:30, 10:30 (poza wakacjami, dla dzieci, Kaplica), 12:00 (suma), 12:00 (w. j. hiszpańskim, Kaplica - wakacje), 18:00, 21:00	7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-swietej-trojcy/
Warszawa. Świętych Apostołów Piotra i Pawła | Archidiecezja Warszawska	http://www.parafiapyry.pl	7:30, 9:00, 11:00, 12:30, 18:00	7:30, 18:00	http://archwwa.pl/parafie/swietych-apostolow-piotra-i-pawla-w-pyrach/
Warszawa. Świętych Rafała i Alberta na Rudzie | Archidiecezja Warszawska	http://www.gwiazdzista17.pl	7:30, 9:00, 10:30, 12:00, 18:00, 20:00	7:00, 9:00, 18:00, 19:00	http://archwwa.pl/parafie/swietych-rafala-i-alberta-na-rudzie/
Warszawa. Wniebowstąpienia Pańskiego | Archidiecezja Warszawska	http://www.wniebowstapienie.pl/	6:30, 8:00, 9:30, 11:00 (dla dzieci), 12:30 (suma), 14:00 (chrzcielna), 18:00, 19:30	6:30 (poza okresem wakacyjnym), 7:00, 7:30, 8:00 (poza okresem wakacyjnym), 18:00	http://archwwa.pl/parafie/wniebowstapienia-panskiego-na-stoklosach/
Warszawa. Zesłania Ducha Świętego na Słodowcu | Archidiecezja Warszawska	http://www.zeslaniaducha.pl/	7:00, 8:30, 10:00, 11:30 (z udziałem dzieci), 13:00, 18:00, 20:00	7:00, 7:30, 8:00, 8:30, 17:00, 18:30	http://archwwa.pl/parafie/zeslania-ducha-swietego-na-slodowcu/
Warszawa. Zwiastowania Pańskiego | Archidiecezja Warszawska	http://www.zwiastowaniepanskie.pl	07:00, 08:30, 09:30 (dla dzieci, Dolny Kościół), 10:00, 11:00 (młodzieżowa, Dolny Kościół), 11:30, 13:00, 18:30, 20:00	07:00, 08:00 (poza wakacjami), 18:30, 19:15 (poza sobotą)	http://archwwa.pl/parafie/warszawa-zwiastowania-panskiego/
Werdun. Świętego Ducha | Archidiecezja Warszawska		9:00, 11:00	13:00 (w okresie zimowym - g. 16:00)	http://archwwa.pl/parafie/werdun-swietego-ducha/
Wiersze. Niepokalanego Serca NMP | Archidiecezja Warszawska	http://www.parafiawiersze.pl	9:00, 12:00	17:00	http://archwwa.pl/parafie/wiersze-niepokalanego-serca-nmp/
Worów. Najświętszego Serca Pana Jezusa | Archidiecezja Warszawska	http://www.parafiaworow.pl	8:30, 10:00 (Głuchów), 12:00, 17:00	17:00	http://archwwa.pl/parafie/worow-najswietszego-serca-pana-jezusa/
Wrociszew. Św. Małgorzaty DM | Archidiecezja Warszawska		9:00, 10:30, 12:00 (dane niepotwierdzone)	8:00, 8:30 (dane niepotwierdzone)	http://archwwa.pl/parafie/wrociszew-sw-malgorzaty-dm/
Żabieniec. Św. Jadwigi Królowej | Archidiecezja Warszawska		9:00, 11:00, 17:00	W tygodniu: poniedziałek, środa, piątek, sobota o godz. 17.00, wtorek i czwartek o godz. 8.00	http://archwwa.pl/parafie/zabieniec-sw-jadwigi-krolowej/
Zaborów. Nawiedzenia NMP | Archidiecezja Warszawska	http://www.parafia-zaborow.pl	8:00, 10:00, 12:00, 17:00	16:00- w okresie styczeń- luty	http://archwwa.pl/parafie/zaborow-nawiedzenia-nmp/
Zalesie Górne. Św. Huberta | Archidiecezja Warszawska	http://www.parafia-zalesie.pl	9:00, 11:00 (dla dzieci), 12:30 (suma), 18:00 (młodzieżowa)	7:15, 18:00	http://archwwa.pl/parafie/zalesie-gorne-sw-huberta/
Zawady. Św. Doroty DM | Archidiecezja Warszawska		9:00, 12:00 (dane niepotwierdzone)	17:00 (w wakacje o godz. 18:00) (dane niepotwierdzone)	http://archwwa.pl/parafie/zawady-sw-doroty-dm/
Zbrosza Duża. Św. Jana Chrzciciela | Archidiecezja Warszawska	http://www.zbroszaduza.mkw.pl	9:00, 10:30 (w Olszamach), 12:00	18:00 (w okresie zimowym - g. 17:00)	http://archwwa.pl/parafie/zbrosza-duza-sw-jana-chrzciciela/
Złotokłos. Matki Bożej Łaskawej | Archidiecezja Warszawska	http://www.parafiazlotoklos.net	9:00, 10:30, 12:00, 18:00	18:00	http://archwwa.pl/parafie/zlotoklos-matki-bozej-laskawej/
Żuków. Przemienienia Pańskiego | Archidiecezja Warszawska		9:00, 11:00 (kaplica w Kłudnie Starym), 13:00 - dane niesprawdzone	8:00 (wtorek, środa, czwartek), 10:00 (poniedziałek, kaplica w Domu Starców), 18:00 (piątek, sobota) - dane niesprawdzone	http://archwwa.pl/parafie/zukow-przemienienia-panskiego/
